Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
David Toms,86.00,71.88,2010,281.30,67.58,28.89,61.29,70.34,748,,1,0.27,0.69,0.25,0.12,0.06,1590998
Zach Johnson,93.00,71.24,2010,279.70,66.54,28.73,57.66,70.53,1191,1,2,0.58,0.79,0.12,0.22,-0.13,2916993
Ben Crane,85.00,71.13,2010,282.30,68.22,29.07,59.06,70.23,1304,1,5,0.27,0.86,0.17,0.38,0.05,2841500
Jim Furyk,76.00,71.01,2010,276.00,67.12,28.74,63.47,69.83,1691,2,6,0.40,1.56,0.15,0.64,0.37,4809622
Richard Johnson,90.00,70.92,2010,277.30,68.50,29.60,59.35,71.16,323,,2,0.19,-0.29,-0.39,0.01,-0.10,678515
Paul Goydos,78.00,70.58,2010,273.60,65.95,29.08,55.02,71.53,597,,3,-0.16,-0.33,-0.26,0.24,-0.16,1121250
Jerry Kelly,99.00,70.50,2010,279.00,67.49,29.63,57.91,70.95,493,,1,-0.44,0.21,0.05,0.25,0.36,1136898
Garrett Willis,82.00,70.44,2010,280.20,69.87,29.65,55.32,71.16,517,,1,-0.14,-0.05,-0.16,0.26,-0.02,871763
Jeff Quinney,91.00,70.34,2010,273.30,65.45,28.66,59.70,70.85,378,,1,0.39,-0.04,-0.40,0.21,-0.23,605866
Alex Cejka,81.00,70.31,2010,277.40,66.60,29.70,56.42,71.22,489,,4,-0.47,-0.07,-0.15,0.46,0.08,904253
Billy Mayfair,78.00,70.29,2010,284.00,69.68,30.50,55.50,71.43,314,,2,-1.01,-0.47,0.05,0.42,0.07,642231
Chris DiMarco,88.00,70.13,2010,279.00,67.39,29.15,61.87,70.98,286,,1,-0.06,0.05,-0.24,0.20,0.16,409205
Ben Curtis,78.00,70.07,2010,275.50,68.02,29.60,59.69,70.87,416,,1,0.23,0.23,-0.16,0.05,0.11,812136
Jay Williamson,76.00,69.87,2010,285.10,68.95,29.72,59.74,71.29,280,,1,-0.17,-0.22,0.13,0.03,-0.22,404498
Skip Kendall,58.00,69.63,2010,279.50,62.56,29.02,57.57,71.64,159,,1,0.33,-0.83,-0.49,-0.65,-0.03,304439
Justin Leonard,89.00,69.46,2010,277.80,65.09,29.02,57.32,70.42,556,,1,0.18,0.54,-0.18,0.30,0.24,1026445
John Mallinger,78.00,69.34,2010,280.40,67.11,29.33,58.67,71.27,342,,1,0.05,-0.18,-0.13,-0.32,0.23,684687
Jason Dufner,87.00,69.24,2010,281.90,66.67,29.82,58.24,71.02,617,,2,-0.60,0.01,0.44,0.18,-0.01,1121695
Chad Campbell,94.00,69.01,2010,285.10,69.06,29.54,59.46,70.63,551,,2,-0.11,0.65,0.10,0.61,0.04,971154
Mark Wilson,87.00,68.85,2010,280.60,70.28,29.71,62.16,71.10,343,,1,0.14,0.01,-0.20,-0.29,0.35,789681
Chris Riley,73.00,68.70,2010,278.30,67.33,29.00,64.47,70.35,512,,3,0.19,0.54,0.16,-0.18,0.36,1001582
Cliff Kresge,50.00,68.59,2010,283.20,66.67,29.76,59.06,71.42,91,,,-0.57,-0.49,-0.19,0.41,-0.14,199584
Tom Gillis,97.00,68.54,2010,288.70,65.98,28.75,60.27,70.51,554,,2,0.36,0.62,0.35,-0.30,0.21,1166146
Steve Stricker,73.00,68.50,2010,282.90,68.29,28.69,63.75,69.66,1697,2,6,0.44,1.82,0.19,0.77,0.42,4190235
Brian Davis,101.00,68.35,2010,278.90,63.09,28.87,61.85,71.38,781,,2,-0.25,-0.18,-0.01,0.09,-0.02,1640516
Rocco Mediate,71.00,68.27,2010,278.10,69.32,30.28,56.96,71.34,150,,,-0.54,-0.16,-0.08,0.57,-0.11,1138067
Vaughn Taylor,87.00,68.26,2010,284.40,68.33,29.39,57.46,70.79,824,,5,-0.06,0.39,0.07,0.33,0.04,1838861
Scott Verplank,74.00,68.16,2010,278.60,63.85,28.75,59.37,70.84,786,,3,0.03,0.36,-0.12,0.46,-0.01,1653190
Steve Elkington,74.00,68.01,2010,289.20,68.71,29.09,64.23,70.32,571,,3,0.33,0.56,0.37,-0.19,0.05,955084
Ryan Moore,80.00,67.99,2010,289.70,66.67,29.05,60.76,70.62,893,,4,0.30,0.69,0.45,0.03,-0.09,2374823
Kenny Perry,69.00,67.99,2010,290.60,69.04,29.97,61.74,70.84,555,,1,-0.24,0.40,0.61,0.15,-0.11,968811
Hunter Mahan,85.00,67.94,2010,291.80,68.65,29.60,58.65,70.48,1528,2,3,0.07,0.67,0.64,0.07,-0.12,3574550
Matt Kuchar,97.00,67.89,2010,286.90,69.36,28.74,64.69,69.61,1437,,9,0.65,1.46,0.16,0.34,0.33,4910477
Jeff Maggert,76.00,67.55,2010,279.10,66.75,29.62,55.77,71.45,463,,2,-0.36,-0.74,0.12,-0.06,-0.45,801579
Tim Petrovic,105.00,67.37,2010,278.70,66.35,29.23,60.38,70.99,532,,2,-0.01,0.25,0.03,0.03,0.20,1028960
Dean Wilson,54.00,67.37,2010,281.60,68.98,28.79,67.16,70.22,434,,1,0.78,0.74,-0.34,0.16,0.14,832640
Scott McCarron,90.00,67.36,2010,288.60,65.80,28.98,61.19,70.94,354,,1,0.51,0.16,0.09,-0.53,0.08,642543
Brent Delahoussaye,57.00,67.28,2010,275.60,66.78,29.69,54.43,72.03,43,,,0.23,-0.81,-0.47,-0.11,-0.47,69708
Aron Price,70.00,67.23,2010,284.60,70.49,29.69,58.53,70.86,358,,2,0.02,0.26,-0.10,0.29,0.05,713737
John Senden,103.00,67.22,2010,290.20,72.49,30.08,57.65,70.62,467,,,-0.14,0.61,0.37,0.46,-0.08,1274058
Boo Weekley,88.00,67.14,2010,291.90,70.07,29.95,60.32,70.85,526,,3,-0.38,0.18,0.66,0.06,-0.16,872729
Tom Pernice Jr.,74.00,66.95,2010,280.00,69.78,29.48,59.61,70.76,331,,1,-0.17,0.12,-0.21,0.23,0.27,662730
Jason Bohn,84.00,66.89,2010,279.80,67.79,29.25,57.49,70.86,926,1,2,0.13,0.43,0.08,0.32,-0.10,1904763
Kevin Sutherland,86.00,66.89,2010,287.90,71.96,29.90,62.44,70.60,499,,1,-0.09,0.47,0.20,0.05,0.30,818682
Kris Blanks,91.00,66.87,2010,286.40,71.15,30.60,54.06,71.37,554,,3,-0.57,-0.16,0.20,0.42,-0.21,1109178
Blake Adams,84.00,66.84,2010,291.30,66.73,29.20,57.43,71.08,514,,2,0.20,-0.23,0.29,-0.73,0.00,963593
John Merrick,109.00,66.71,2010,291.40,70.24,29.94,56.93,71.10,449,,1,-0.13,0.02,0.22,0.01,-0.08,658815
Woody Austin,93.00,66.48,2010,281.10,67.92,29.55,58.56,71.12,394,,3,-0.06,0.03,-0.01,0.05,0.06,727352
Stephen Ames,75.00,66.47,2010,282.00,67.79,29.15,59.67,70.64,548,,1,0.38,0.55,0.01,0.05,0.12,916527
Kevin Na,94.00,66.46,2010,278.60,65.89,28.57,64.45,70.31,804,,3,0.49,0.85,-0.25,0.33,0.28,2021815
Will MacKenzie,72.00,66.33,2010,290.80,68.52,29.78,59.31,70.92,267,,,-0.45,0.20,0.36,0.18,0.10,557504
Justin Bolli,55.00,66.28,2010,281.80,64.85,30.20,54.52,72.88,6,,,-0.56,-1.92,-0.48,-0.46,-0.42,73990
Steve Flesch,78.00,66.02,2010,277.40,62.76,29.19,55.04,72.04,272,,1,-0.08,-0.65,-0.39,-0.49,0.31,440374
K.J. Choi,82.00,65.99,2010,283.10,68.52,29.23,62.67,70.10,922,,2,0.05,0.98,0.15,0.51,0.27,2199962
Charles Warren,64.00,65.93,2010,302.50,71.74,30.28,54.58,70.92,116,,1,-0.41,0.11,0.58,0.33,-0.39,574616
Chris Couch,66.00,65.87,2010,292.40,66.50,28.77,56.28,70.95,472,,2,0.30,0.31,0.44,-0.24,-0.20,888146
James Nitties,92.00,65.69,2010,286.20,66.47,29.27,58.19,71.28,338,,1,0.13,-0.26,-0.19,0.06,-0.26,525034
Kevin Streelman,90.00,65.64,2010,290.30,66.67,29.07,56.59,70.73,460,,3,0.04,0.13,0.48,-0.24,-0.16,1472349
Brendon de Jonge,114.00,65.51,2010,286.90,70.07,29.51,55.52,70.34,1035,,6,0.00,0.76,0.16,0.72,-0.13,2167978
Briny Baird,87.00,65.45,2010,282.00,69.41,29.65,61.49,70.64,458,,1,-0.03,0.17,-0.20,0.33,0.05,753577
Rod Pampling,77.00,65.45,2010,283.50,64.94,29.49,59.47,71.50,275,,,-0.25,-0.31,0.07,-0.36,0.22,299264
Paul Stankowski,62.00,65.38,2010,290.30,70.88,29.35,55.48,70.35,296,,2,0.33,0.56,0.02,0.38,-0.16,666591
Mathew Goggin,85.00,65.24,2010,289.30,69.74,30.33,54.21,71.67,267,,1,-0.38,-0.50,0.26,-0.18,-0.21,483537
Pat Perez,90.00,65.23,2010,287.10,68.95,28.91,62.23,70.59,534,,3,0.38,0.57,-0.01,0.00,0.20,947588
Bo Van Pelt,104.00,65.23,2010,292.00,69.23,29.31,62.33,69.96,1272,,6,0.10,1.19,0.72,0.26,0.11,3336258
Justin Rose,78.00,65.17,2010,287.80,66.31,28.64,63.85,69.89,1593,2,4,0.24,1.20,0.34,0.17,0.45,3603331
Spencer Levin,110.00,65.12,2010,280.60,69.88,29.33,58.95,70.39,646,,1,0.13,0.56,0.05,0.41,-0.03,1199672
J.J. Henry,92.00,65.07,2010,292.80,68.72,29.70,59.62,70.77,598,,2,0.22,0.36,0.38,-0.19,-0.05,1035688
J.P. Hayes,79.00,64.91,2010,281.00,66.00,28.95,55.77,70.98,439,,3,0.03,-0.04,0.04,-0.40,0.30,862523
Retief Goosen,75.00,64.79,2010,291.40,65.96,28.65,63.91,69.72,1068,,8,0.68,1.60,0.34,0.19,0.40,3218089
Robert Allenby,76.00,64.75,2010,289.10,68.17,29.31,56.37,70.13,1169,,4,0.14,1.16,0.40,0.64,-0.03,2974997
Henrik Bjornstad,72.00,64.74,2010,288.10,69.11,30.21,49.59,71.72,188,,,-0.21,-0.63,-0.02,0.10,-0.49,215913
Graham DeLaet,88.00,64.74,2010,305.70,71.27,30.07,61.56,70.65,393,,1,-0.36,0.40,0.68,0.11,-0.04,954011
John Rollins,81.00,64.58,2010,295.50,68.18,29.59,59.27,70.73,634,,2,-0.22,0.50,0.56,-0.07,0.22,1182736
D.A. Points,90.00,64.52,2010,283.00,67.90,29.74,58.65,70.96,544,,3,-0.10,0.20,0.05,0.19,0.07,975433
Y.E. Yang,72.00,64.31,2010,288.60,65.95,29.07,56.18,71.03,678,,2,0.19,0.17,0.32,-0.25,-0.08,1301726
Mathias Grönberg,61.00,64.28,2010,293.70,66.77,29.87,58.36,71.61,198,,1,-0.18,-0.29,0.22,-0.24,-0.09,322130
Brandt Snedeker,89.00,64.27,2010,277.10,62.36,27.97,61.19,70.26,813,,4,0.46,0.57,-0.29,0.09,0.31,1602690
Davis Love III,79.00,64.20,2010,297.70,70.25,30.24,54.37,70.89,475,,3,-0.51,0.17,0.30,0.36,0.02,1214472
Rickie Fowler,98.00,64.19,2010,292.70,69.90,29.30,59.51,70.43,1147,,5,0.13,0.79,0.41,0.40,-0.14,2857108
Charlie Wi,95.00,64.19,2010,281.20,66.55,28.58,65.56,70.28,690,,3,0.57,0.68,-0.29,0.28,0.13,1568492
Bill Haas,87.00,64.17,2010,293.30,69.92,29.48,57.96,70.31,1025,1,2,-0.07,0.92,0.46,0.52,0.01,2905136
Steve Wheatcroft,74.00,64.12,2010,287.10,63.47,29.39,51.84,71.53,213,,1,0.21,-0.63,0.00,-0.65,-0.19,408595
Trevor Immelman,55.00,64.07,2010,286.40,66.06,29.89,59.52,71.16,266,,,0.07,-0.32,-0.50,0.01,0.10,422171
Nicholas Thompson,88.00,64.04,2010,289.20,67.86,30.20,49.38,71.82,284,,1,-0.89,-0.88,0.26,0.08,-0.33,546476
Stewart Cink,84.00,63.98,2010,292.40,68.61,29.48,57.08,70.43,678,,3,0.19,0.83,0.43,0.31,-0.11,1573636
Sean O'Hair,84.00,63.98,2010,289.30,68.22,29.80,61.83,70.60,858,,3,-0.07,0.62,0.43,0.20,0.07,1859040
Kevin Johnson,62.00,63.85,2010,276.50,62.50,29.46,51.32,72.88,53,,,-0.35,-2.15,-0.82,-0.90,-0.08,69806
Sergio Garcia,58.00,63.75,2010,292.70,66.13,29.88,54.57,71.08,461,,1,-0.36,0.07,0.27,0.20,-0.05,936845
Cameron Beckman,68.00,63.72,2010,285.70,66.15,29.61,58.21,71.40,427,1,2,-0.30,-0.55,-0.23,-0.02,0.00,1158485
Josh Teater,101.00,63.69,2010,293.10,68.80,29.74,56.83,71.12,502,,2,-0.31,-0.11,0.43,-0.14,-0.08,1005323
Michael Letzig,84.00,63.47,2010,289.70,67.92,29.42,56.08,70.95,415,,1,-0.07,0.03,0.12,-0.12,0.12,563729
Michael Connell,89.00,63.40,2010,281.30,66.94,29.12,59.13,70.90,314,,1,0.34,0.14,-0.28,0.08,0.01,846459
Jarrod Lyle,54.00,63.40,2010,296.20,65.34,29.24,57.84,70.84,227,,2,0.05,0.03,0.27,-0.44,0.16,422760
Michael Sim,64.00,63.35,2010,283.30,65.34,28.75,61.58,70.90,573,,3,0.52,0.24,-0.35,-0.24,0.31,1338926
Vijay Singh,75.00,63.28,2010,292.30,68.62,29.84,56.46,70.34,588,,2,-0.74,0.75,0.37,0.98,0.15,1334262
Bryce Molder,84.00,63.16,2010,278.00,65.28,28.69,62.40,70.40,748,,6,0.48,0.51,-0.41,0.24,0.21,1428438
Ryuji Imada,90.00,63.11,2010,278.70,64.51,28.40,63.13,70.75,445,,2,0.55,0.29,-0.30,-0.21,0.24,1028869
Brian Stuard,81.00,63.09,2010,286.90,65.04,29.43,54.45,71.60,226,,1,0.29,-0.75,-0.20,-0.77,-0.06,536497
Chris Tidland,77.00,63.08,2010,288.10,66.36,29.22,57.47,71.26,271,,1,0.23,0.00,0.29,-0.51,-0.02,588291
Chris Stroud,90.00,62.98,2010,287.20,69.31,29.77,57.40,70.97,369,,2,0.06,0.23,0.01,0.08,0.08,942082
Jeff Gove,57.00,62.96,2010,288.70,69.72,31.00,50.36,72.40,77,,,-0.95,-1.16,0.08,-0.05,-0.25,92155
Kevin Stadler,86.00,62.96,2010,290.20,67.95,29.53,56.00,71.15,394,,4,-0.28,-0.22,0.24,0.12,-0.30,931720
Adam Scott,70.00,62.93,2010,294.40,69.61,30.07,54.03,70.47,940,1,2,-0.75,0.86,0.47,1.16,-0.03,2489402
Lucas Glover,75.00,62.84,2010,295.70,67.42,29.65,54.15,70.95,743,,3,-0.12,0.30,0.29,0.14,-0.01,1511275
Carl Pettersson,99.00,62.82,2010,282.10,63.80,28.24,62.06,70.55,1142,1,4,0.82,0.55,-0.18,-0.15,0.07,1934465
Ian Poulter,55.00,62.72,2010,286.80,62.47,28.90,59.82,71.21,733,1,2,0.21,-0.34,-0.11,-0.66,0.22,2079664
Shaun Micheel,70.00,62.67,2010,283.20,64.61,28.77,61.27,70.50,595,,3,0.24,0.49,-0.14,0.18,0.21,1025500
Rory McIlroy,54.00,62.64,2010,300.00,66.24,29.27,60.13,70.35,1101,1,5,-0.23,0.71,0.70,0.27,-0.03,2554280
Nick Watney,91.00,62.63,2010,296.50,69.63,29.32,55.51,70.29,984,,6,0.09,0.92,0.59,0.52,-0.30,2536714
Johnson Wagner,85.00,62.59,2010,282.40,68.24,29.52,58.10,71.11,197,,,0.07,-0.10,-0.36,0.32,-0.13,753802
Roger Tambellini,77.00,62.57,2010,292.00,69.73,30.71,54.26,71.97,219,,1,-0.79,-0.93,0.09,-0.24,0.00,370736
Greg Kraft,52.00,62.50,2010,273.20,60.63,29.78,53.37,73.07,14,,,-0.18,-2.04,-0.88,-0.57,-0.41,52176
Luke Donald,71.00,62.36,2010,277.00,65.28,28.46,65.41,69.85,1089,,5,0.87,1.49,-0.51,0.66,0.46,3665234
Mark Calcavecchia,50.00,62.18,2010,281.00,65.48,30.02,50.96,72.22,88,,,-0.87,-1.00,-0.18,0.36,-0.31,119980
Freddie Jacobson,83.00,62.16,2010,283.10,67.80,28.93,63.20,70.37,826,,3,0.24,0.72,-0.06,0.30,0.24,1666252
Matt Every,60.00,62.06,2010,290.90,64.75,28.93,57.61,70.99,322,,1,0.24,-0.07,0.17,-0.29,-0.19,456847
Steve Marino,81.00,61.96,2010,290.60,67.49,29.53,56.33,70.88,636,,2,0.26,0.57,0.27,-0.02,0.05,1479239
Steve Lowery,67.00,61.90,2010,286.20,65.52,30.03,50.38,72.20,67,,,-0.39,-1.18,0.12,-0.31,-0.61,118602
Jerod Turner,54.00,61.66,2010,279.00,58.94,29.00,50.88,72.60,57,,,0.00,-1.89,-0.35,-1.18,-0.35,91343
Camilo Villegas,78.00,61.66,2010,289.60,66.05,29.43,57.50,70.43,1213,1,6,-0.40,0.69,0.21,0.76,0.12,3035523
Charley Hoffman,85.00,61.59,2010,298.20,66.53,28.73,60.60,70.25,546,,3,0.10,1.00,0.64,0.32,-0.07,2559646
Jonathan Byrd,85.00,61.54,2010,290.90,70.00,29.54,61.66,70.44,415,,2,0.03,0.52,0.09,0.05,0.35,1534981
Greg Owen,69.00,61.46,2010,291.40,69.00,30.10,52.73,71.77,184,,,-0.64,-0.75,0.20,-0.10,-0.21,268835
Andrew McLardy,52.00,61.43,2010,289.90,65.97,29.69,53.40,72.22,23,,,-0.17,-1.01,0.08,-0.54,-0.38,53106
Bob Estes,79.00,61.41,2010,283.90,67.79,29.59,60.48,71.09,432,,2,0.01,-0.05,-0.33,0.14,0.12,701158
D.J. Trahan,92.00,61.40,2010,301.10,71.26,30.02,54.83,70.66,577,,5,-0.47,0.49,0.69,0.45,-0.18,1619693
Paul Casey,64.00,61.31,2010,294.20,68.68,29.07,60.86,69.72,992,,5,0.81,1.41,0.22,0.48,-0.11,3613194
Nathan Green,86.00,61.00,2010,279.50,63.18,28.94,60.18,71.42,414,,1,0.34,-0.25,-0.57,-0.19,0.17,636180
Jeev Milkha Singh,59.00,60.94,2010,287.30,65.28,29.08,63.69,70.63,253,,1,-0.05,0.12,-0.09,-0.14,0.40,420245
Bill Lunde,79.00,60.71,2010,288.90,65.85,29.77,57.48,71.69,449,1,3,-0.01,-0.47,-0.27,-0.26,0.07,1075874
Garth Mulroy,53.00,60.70,2010,295.60,70.07,30.18,53.41,72.00,160,,1,-0.59,-0.44,0.12,0.18,-0.15,287118
Ted Purdy,86.00,60.61,2010,290.80,63.96,29.61,52.44,71.82,244,,,-0.11,-0.89,-0.12,-0.41,-0.26,307677
Webb Simpson,98.00,60.47,2010,285.40,66.16,28.73,59.46,70.68,478,,1,0.37,0.17,-0.31,-0.05,0.15,972962
Michael Bradley,77.00,60.37,2010,281.50,68.65,29.62,59.47,71.50,306,,,-0.08,-0.39,-0.68,0.22,0.15,360845
Troy Matteson,84.00,60.36,2010,296.30,71.43,30.44,55.79,71.31,425,,2,-0.45,-0.16,0.52,0.04,-0.27,736060
Rory Sabbatini,79.00,60.28,2010,289.10,66.74,29.36,56.48,71.37,618,,2,-0.20,0.16,0.30,-0.22,0.28,1546808
Chad Collins,87.00,60.27,2010,275.80,63.29,28.28,64.37,70.60,512,,3,0.63,0.14,-0.66,-0.12,0.29,815961
Martin Laird,91.00,60.27,2010,296.50,67.83,29.68,57.31,71.16,477,,2,-0.30,0.15,0.35,0.14,-0.05,2137928
Brett Quigley,96.00,60.26,2010,283.20,70.12,29.94,57.93,71.08,336,,1,0.08,0.07,-0.42,0.43,-0.02,497296
Ernie Els,72.00,60.16,2010,288.40,67.86,28.99,61.23,69.84,1846,2,6,0.33,1.32,0.22,0.74,0.04,4558861
Roland Thatcher,72.00,60.04,2010,288.00,65.90,29.69,57.24,71.82,142,,1,-0.38,-0.79,-0.06,-0.10,-0.25,796157
Chris Wilson,65.00,59.93,2010,291.70,63.28,29.56,53.85,72.68,58,,,-0.67,-1.63,-0.11,-0.63,-0.22,76481
Lee Janzen,77.00,59.91,2010,287.70,67.68,29.38,57.81,71.19,280,,1,-0.30,-0.20,-0.18,0.19,0.09,603195
Greg Chalmers,93.00,59.80,2010,275.50,66.01,28.53,64.32,70.73,558,,2,0.77,0.35,-0.56,0.06,0.07,989415
Stuart Appleby,101.00,59.75,2010,289.00,61.84,28.89,58.82,70.95,957,1,3,-0.06,0.13,-0.24,0.08,0.35,1965825
Brad Faxon,58.00,59.47,2010,271.40,59.05,29.02,47.49,73.12,39,,,0.43,-2.09,-1.34,-0.62,-0.55,55482
Troy Merritt,86.00,59.37,2010,288.20,65.48,28.96,54.98,71.49,331,,1,0.51,-0.44,-0.18,-0.45,-0.33,786977
Joe Ogilvie,99.00,59.32,2010,285.90,66.07,29.23,56.69,71.30,454,,1,0.10,-0.25,-0.01,-0.19,-0.14,641797
Cameron Percy,73.00,58.93,2010,294.00,70.42,30.13,56.91,71.62,206,,,-0.49,-0.24,-0.13,0.59,-0.21,620262
Cameron Tringale,55.00,58.71,2010,294.50,70.18,30.45,53.23,71.60,107,,,-0.71,-0.47,0.13,-0.06,0.17,302618
Alex Prugh,88.00,58.40,2010,295.70,68.60,29.47,55.35,70.88,526,,3,0.20,0.09,0.39,-0.30,-0.20,1272606
Ricky Barnes,103.00,58.37,2010,285.50,68.23,29.32,59.59,70.47,947,,6,0.02,0.60,-0.24,0.68,0.15,1835195
Marc Leishman,87.00,58.37,2010,295.00,66.67,29.44,56.90,70.77,738,,2,-0.15,0.42,0.07,0.42,0.07,1488837
Geoff Ogilvy,62.00,57.94,2010,287.00,67.69,29.22,56.16,70.76,815,1,1,0.37,0.74,-0.17,0.49,0.04,2393045
Brett Wetterich,54.00,57.82,2010,307.30,68.11,29.80,58.71,70.85,248,,,-0.13,0.11,0.42,0.11,-0.29,510672
Jason Day,82.00,57.78,2010,298.20,67.68,29.15,60.38,70.27,988,1,3,-0.01,0.74,0.25,0.05,0.44,2904327
Ryan Palmer,84.00,57.23,2010,295.80,65.48,28.77,55.56,70.82,1071,1,3,0.43,0.29,0.18,0.01,-0.32,2985296
Matt Bettencourt,91.00,57.16,2010,294.00,60.17,28.46,57.98,71.58,472,1,1,0.37,-0.49,0.09,-0.83,-0.11,855901
David Duval,71.00,57.08,2010,286.90,66.10,29.48,52.26,71.69,404,,1,0.12,-0.28,-0.35,0.20,-0.25,919584
Matt Jones,89.00,57.07,2010,293.30,65.29,28.65,60.61,70.61,647,,5,0.51,0.50,-0.12,-0.22,0.32,1215743
James Driscoll,78.00,56.96,2010,293.90,66.81,29.31,58.15,70.95,340,,1,0.32,0.06,-0.01,-0.26,0.02,500625
Padraig Harrington,57.00,56.70,2010,292.10,61.90,28.30,61.20,70.17,662,,5,0.27,1.06,-0.10,0.52,0.38,1381453
Aaron Baddeley,94.00,56.65,2010,298.90,64.60,28.57,57.10,71.00,481,,1,0.51,0.21,0.11,-0.80,0.39,879317
David Lutterus,69.00,56.61,2010,291.90,64.29,29.86,54.81,72.17,103,,,-0.33,-1.04,-0.37,-0.44,0.10,123170
Dustin Johnson,83.00,56.35,2010,308.50,67.95,29.37,55.81,70.14,1362,1,5,0.11,0.98,0.76,0.29,-0.18,4473122
Scott Piercy,88.00,56.03,2010,296.80,67.74,29.11,54.79,71.20,380,,2,0.22,0.00,-0.01,-0.07,-0.14,676432
Vance Veazey,58.00,55.88,2010,284.30,62.71,29.58,50.72,72.32,73,,,-0.11,-1.44,-1.12,-0.08,-0.13,111370
Robert Garrigus,71.00,55.73,2010,315.50,67.61,29.89,51.98,71.26,382,,2,-0.16,-0.27,0.73,0.03,-0.85,1583275
Bubba Watson,77.00,55.67,2010,309.80,68.54,29.40,55.50,70.23,1498,1,4,-0.08,0.70,0.80,0.14,-0.17,3198998
Jeff Overton,89.00,55.44,2010,297.30,66.86,29.04,56.80,70.50,1536,,6,0.41,0.63,0.23,0.06,-0.07,3456356
Andres Romero,73.00,55.05,2010,296.00,65.07,28.93,60.78,70.99,418,,2,0.25,0.14,0.17,-0.10,-0.18,979170
Brenden Pappas,66.00,54.94,2010,288.40,66.49,29.50,55.61,71.97,89,,,-0.09,-0.73,-0.59,-0.07,0.03,133584
Derek Lamely,81.00,54.84,2010,294.00,61.93,29.17,57.00,71.67,487,1,1,0.02,-0.59,-0.20,-0.33,-0.08,972961
Charles Howell III,103.00,54.58,2010,294.30,68.57,28.96,64.46,70.29,746,,4,0.45,0.78,-0.04,0.05,0.32,1482211
Ángel Cabrera,64.00,54.49,2010,304.50,65.78,29.48,55.15,70.92,524,,2,-0.15,0.25,0.60,-0.03,-0.17,1266440
J.B. Holmes,100.00,54.45,2010,307.20,65.50,28.86,62.48,70.09,1153,,3,0.06,0.94,0.73,0.03,0.11,2386248
George McNeill,79.00,54.34,2010,293.40,66.03,29.32,55.49,71.21,338,,1,0.32,0.03,-0.49,0.18,0.02,664854
Mike Weir,59.00,53.83,2010,273.90,57.89,28.16,58.80,71.57,360,,1,-0.02,-0.24,-1.25,0.47,0.56,559092
Tim Herron,79.00,53.49,2010,291.70,66.51,29.36,58.86,71.17,234,,,0.17,-0.23,-0.23,-0.21,0.04,391502
Rich Barcelo,70.00,52.80,2010,287.60,61.72,28.97,54.20,71.75,187,,,0.14,-0.52,-1.03,0.23,0.13,188892
Phil Mickelson,76.00,52.66,2010,299.10,65.13,28.79,61.84,69.97,1629,1,5,-0.15,1.00,0.19,0.74,0.23,3821733
John Daly,63.00,52.21,2010,305.70,65.66,29.78,53.53,71.70,97,,,-0.65,-0.99,0.34,-0.37,-0.30,158587
Jimmy Walker,82.00,51.29,2010,292.90,65.88,29.14,58.46,70.95,554,,2,0.25,0.09,-0.54,0.34,0.05,937987
Daniel Chopra,74.00,51.27,2010,295.90,61.64,28.88,56.16,72.19,142,,,0.36,-1.10,-0.31,-1.07,-0.08,311405
Martin Flores,75.00,50.15,2010,300.70,64.79,29.41,54.00,71.88,137,,1,-0.11,-0.88,-0.22,-0.55,0.00,318673
Sergio Garcia,,,2018,,,,,,362,,3,,,,,,878354
Steve Stricker,,,2018,,,,,,274,,,,,,,,582566
Thomas Pieters,,,2018,,,,,,260,,1,,,,,,813227
Ross Fisher,,,2018,,,,,,119,,,,,,,,412954
Graham DeLaet,,,2018,,,,,,111,,1,,,,,,251630
K.J. Choi,,,2018,,,,,,110,,1,,,,,,219405
Andres Romero,,,2018,,,,,,104,,1,,,,,,206764
Parker McLachlin,,,2018,,,,,,92,,,,,,,,174039
Camilo Villegas,,,2018,,,,,,90,,,,,,,,229439
Tim Herron,,,2018,,,,,,87,,,,,,,,209216
Stuart Appleby,,,2018,,,,,,84,,,,,,,,175235
Morgan Hoffmann,,,2018,,,,,,81,,,,,,,,170673
John Merrick,,,2018,,,,,,79,,,,,,,,119407
Smylie Kaufman,,,2018,,,,,,74,,1,,,,,,201136
Sangmoon Bae,,,2018,,,,,,71,,,,,,,,184057
Bernhard Langer,,,2018,,,,,,57,,,,,,,,130200
Jerry Kelly,,,2018,,,,,,54,,,,,,,,108500
Brendon de Jonge,,,2018,,,,,,49,,1,,,,,,110276
Geoff Ogilvy,,,2018,,,,,,48,,,,,,,,93947
D.J. Trahan,,,2018,,,,,,46,,,,,,,,85595
Ernie Els,,,2018,,,,,,46,,,,,,,,102868
Davis Love III,,,2018,,,,,,45,,,,,,,,97920
George McNeill,,,2018,,,,,,42,,,,,,,,91100
Martin Kaymer,,,2018,,,,,,42,,,,,,,,115379
Luke Donald,,,2018,,,,,,42,,,,,,,,81989
Brandon Hagy,,,2018,,,,,,39,,,,,,,,76817
Steve Marino,,,2018,,,,,,36,,,,,,,,76616
Eric Axley,,,2018,,,,,,33,,,,,,,,69125
Ken Duke,,,2018,,,,,,33,,,,,,,,82161
